0,1961
1,1962
2,1988
3,1969
4,2003
5,1971
6,1958
7,1985
8,1963
9,1974
10,2003
11,1974
12,1968
13,2003
14,1979
15,1975
16,1983
17,2017
18,1977
19,2017
20,1984
21,1978
22,2009
23,1982
24,1979
25,2007
26,2014
27,1979
28,1979
29,2008
30,1983
31,2013
32,1970
33,1968
34,1998
35,1979
36,2016
37,2008
38,1980
39,1975
40,1975
41,2001
42,1973
43,2000
44,1975
45,1972
46,2005
47,1982
48,1975
49,2003
50,1975
51,1975
52,1975
53,2006
54,1984
55,2018
56,1986
57,2016
58,1984
59,2014
60,1991
61,1980
62,2008
63,1980
64,1982
65,2010
66,1981
67,1978
68,2008
69,1982
70,2018
71,1960
72,2016
73,1962
74,1983
75,1978
76,2016
77,2006
78,1981
79,1982
80,2017
81,2008
82,1984
83,2013
84,1982
85,1974
86,2005
87,1975
88,1969
89,1996
90,2010
91,1971
92,1975
93,1983
94,2008
95,1981
96,2007
97,2015
98,1982
99,1969
100,1999
101,1974
102,1982
103,2016
104,1983
105,2010
106,1986
107,1984
108,2013
109,1972
110,2003
111,1975
112,1986
113,1981
114,2012
115,2014
116,1979
117,2017
118,2010
119,1981
120,1983
121,1984
122,2012
123,2015
124,1981
125,1980
126,2009
127,1980
128,2008
129,1981
130,1982
131,1982
132,2012
133,1980
134,2016
135,2011
136,1982
137,1982
138,2010
139,1983
140,2018
141,1977
142,2013
143,1977
144,1976
145,2014
146,2003
147,1975
148,1979
149,2015
150,1981
151,1985
152,1984
153,2011
154,2017
155,1979
156,2008
157,1980
158,1987
159,2011
160,1987
161,1978
162,2016
163,1977
164,2008
165,1982
166,2009
167,2014
168,1970
169,1976
170,2009
171,1984
172,1982
173,2006
174,1979
175,1980
176,2014
177,1983
178,1980
179,2009
180,1987
181,2015
182,1983
183,1992
184,2017
185,1983
186,1985
187,2017
188,2013
189,1982
190,1987
191,2016
192,2013
193,1982
194,1979
195,2009
196,1970
197,1974
198,2009
199,1973
200,1995
201,1971
202,1981
203,2015
204,2009
205,1981
206,1970
207,1972
208,1998
209,1987
210,2016
211,1982
212,1972
213,1968
214,2003
215,1982
216,1983
217,2008
218,2015
219,1980
220,2012
221,1987
222,1982
223,2014
224,1979
225,2016
226,1982
227,1980
228,2014
229,1983
230,2014
231,1986
232,2007
233,1978
234,1978
235,2008
236,1979
237,1977
238,2004
239,1973
240,2009
241,1974
242,1980
243,1984
244,2014
245,1980
246,2012
247,1986
248,1965
249,1974
250,1998
251,1978
252,1975
253,2016
254,2007
255,1986
256,1973
257,2016
258,1971
259,1998
260,1967
261,1980
262,2014
263,2008
264,1981
265,1982
266,2011
267,1984
268,1982
269,2013
270,1989
271,1974
272,1998
273,1969
274,1980
275,1983
276,2015
277,2017
278,1974
279,1980
280,2007
281,1980
282,2010
283,2005
284,1979
285,1976
286,2009
287,1976
288,1983
289,1985
290,2008
291,1984
292,2018
293,2013
294,1984
295,1976
296,2004
297,1972
298,1987
299,2015
300,1990
301,1983
302,1986
303,2013
304,2017
305,1971
306,1983
307,2007
308,2017
309,1982
310,2013
311,1984
312,1985
313,2017
314,1987
315,1979
316,1980
317,2008
318,1981
319,2016
320,1981
321,2008
322,1983
323,1981
324,2013
325,1977
326,2006
327,1979
328,1977
329,2012
330,2015
331,1980
332,1977
333,1983
334,2015
335,2011
336,1986
337,2013
338,2017
339,1984
340,1985
341,1983
342,2018
343,1980
344,2010
345,2017
346,1981
347,1973
348,2017
349,1979
350,2002
351,1984
352,1984
353,2014
354,1983
355,1983
356,2014
357,2016
358,1983
359,2008
360,2017
361,1984
362,1984
363,1982
364,2012
365,1984
366,2013
367,1985
368,2015
369,1988
370,2018
371,1988
372,1987
373,1991
374,2016
375,1982
376,1982
377,2017
378,2017
379,1987
380,1987
381,2018
382,1984
383,2015
384,1984
385,1984
386,2018
387,2016
388,1983
389,1980
390,2010
391,1988
392,1986
393,1988
394,2015
395,2016
396,1984
397,2016
398,1984
399,2012
400,1985
401,1984
402,2017
403,1983
404,2011
405,1981
406,1982
407,1985
408,2014
409,1986
410,2017
411,1983
412,1984
413,1984
414,2009
415,2009
416,1972
417,1971
418,1998
419,1984
420,1984
421,2012
422,1983
423,2010
424,1984
425,2008
426,1979
427,2004
428,1975
429,1984
430,1992
431,2016
432,1984
433,1979
434,2014
435,2011
436,1978
437,1986
438,2016
439,1986
440,2016
441,1991
442,1982
443,1987
444,2018
445,1984
446,1984
447,2015
448,1977
449,2015
450,2005
451,1982
452,2012
453,1985
454,2017
455,1982
456,2006
457,2016
458,1976
459,1983
460,1985
461,2014
462,1981
463,2012
464,1983
465,1984
466,1988
467,2016
468,1985
469,1985
470,2018
471,2014
472,1985
473,2014
474,1983
475,1984
476,1977
477,2009
478,1980
479,2017
480,1984
481,2013
482,1984
483,1987
484,2018
485,1982
486,2010
487,1981
488,1988
489,2018
490,1990
491,1973
492,1998
493,1962
494,1981
495,2017
496,1992
497,1979
498,2012
499,1986
500,1989
501,2014
502,2016
503,1986
504,1984
505,1988
506,2013
507,1984
508,1987
509,2015
510,1968
511,1967
512,2009
513,1985
514,2013
515,2015
516,1983
517,1984
518,2016
519,1984
520,1970
521,1970
522,2002
523,1983
524,2015
525,1982
526,1986
527,1987
528,2018
529,2015
530,1969
531,1969
532,2000
533,1988
534,2016
535,2015
536,1989
